FLOC,Latitude,Longitude,Division,County,Town,Road,Line,Pole
9302-L0089-0447-0014-ED00001,43.24756052,-77.62575267,Central,MONROE,GREECE,ALPINE RD,169,1
9302-L0089-0447-0014-ED00002,43.25122949,-77.62555477,Central,MONROE,GREECE,ALPINE RD,169,10
9302-L0089-0447-0014-ED00003,43.25163284,-77.62552175,Central,MONROE,GREECE,ALPINE RD,169,11
9302-L0089-0447-0014-ED00004,43.25207443,-77.62551953,Central,MONROE,GREECE,ALPINE RD,169,12
9302-L0089-0447-0014-ED00005,43.25206079,-77.62539088,Central,MONROE,GREECE,ALPINE RD,169,12A
9302-L0089-0447-0014-ED00006,43.25241547,-77.62548712,Central,MONROE,GREECE,ALPINE RD,169,13
9302-L0089-0447-0014-ED00007,43.247965,-77.62571433,Central,MONROE,GREECE,ALPINE RD,169,2
9302-L0089-0447-0014-ED00008,43.24839991,-77.62570716,Central,MONROE,GREECE,ALPINE RD,169,3
9302-L0089-0447-0014-ED00009,43.24879487,-77.62569484,Central,MONROE,GREECE,ALPINE RD,169,4
9302-L0089-0447-0014-ED00012,43.24917954,-77.62566285,Central,MONROE,GREECE,ALPINE RD,169,5
9302-L0089-0447-0014-ED00013,43.24960056,-77.62566105,Central,MONROE,GREECE,ALPINE RD,169,6
9302-L0089-0447-0014-ED00014,43.24995668,-77.62564085,Central,MONROE,GREECE,ALPINE RD,169,7
9302-L0089-0447-0014-ED00015,43.25037734,-77.62562927,Central,MONROE,GREECE,ALPINE RD,169,8
9302-L0089-0447-0014-ED00016,43.25078659,-77.62556053,Central,MONROE,GREECE,ALPINE RD,169,9
9302-L0089-0447-0014-ED00017,43.2520973,-77.62471493,Central,MONROE,GREECE,ALPINE RD,169,A
9302-L0089-0447-0014-ED00018,43.25206263,-77.62600755,Central,MONROE,GREECE,ALPINE RD,169,A
9302-L0089-0447-0014-ED00019,43.24944412,-77.62634271,Central,MONROE,GREECE,ALPINE RD,169,A
9302-L0089-0447-0014-ED00020,43.24706711,-77.62649921,Central,MONROE,GREECE,ALPINE RD,169,A
9302-L0089-0447-0014-ED00021,43.25229154,-77.62597915,Central,MONROE,GREECE,ALPINE RD,169,A1
9302-L0089-0447-0014-ED00022,43.25181293,-77.62471801,Central,MONROE,GREECE,ALPINE RD,169,B
9302-L0089-0447-0014-ED00023,43.24665409,-77.62650203,Central,MONROE,GREECE,ALPINE RD,169,B
9302-L0089-0447-0014-ED00024,43.2520106,-77.62623312,Central,MONROE,GREECE,ALPINE RD,169,B
9302-L0089-0447-0014-ED00025,43.24904066,-77.62636388,Central,MONROE,GREECE,ALPINE RD,169,B
9302-L0089-0447-0014-ED00026,43.25154578,-77.62472368,Central,MONROE,GREECE,ALPINE RD,169,C
9302-L0089-0447-0014-ED00027,43.24623511,-77.62653731,Central,MONROE,GREECE,ALPINE RD,169,C
9302-L0089-0447-0014-ED00028,43.25166188,-77.62624883,Central,MONROE,GREECE,ALPINE RD,169,C
9302-L0089-0447-0014-ED00029,43.2486476,-77.62637868,Central,MONROE,GREECE,ALPINE RD,169,C
9302-L0089-0447-0014-ED00030,43.24821926,-77.62641697,Central,MONROE,GREECE,ALPINE RD,169,D
9302-L0089-0447-0014-ED00031,43.25133134,-77.62472961,Central,MONROE,GREECE,ALPINE RD,169,D
9302-L0089-0447-0014-ED00032,43.25124412,-77.62626159,Central,MONROE,GREECE,ALPINE RD,169,D
9302-L0089-0447-0014-ED00033,43.24782384,-77.62645803,Central,MONROE,GREECE,ALPINE RD,169,E
9302-L0089-0447-0014-ED00034,43.2508259,-77.62628717,Central,MONROE,GREECE,ALPINE RD,169,E
9302-L0089-0447-0014-ED00035,43.25113248,-77.62476387,Central,MONROE,GREECE,ALPINE RD,169,E
9302-L0089-0447-0014-ED00036,43.25098006,-77.62485538,Central,MONROE,GREECE,ALPINE RD,169,F
9302-L0089-0447-0014-ED00037,43.24760541,-77.62644683,Central,MONROE,GREECE,ALPINE RD,169,F
9302-L0089-0447-0014-ED00038,43.25042099,-77.62629502,Central,MONROE,GREECE,ALPINE RD,169,F
9302-L0089-0447-0014-ED00039,43.2500005,-77.62632513,Central,MONROE,GREECE,ALPINE RD,169,G
9302-L0089-0447-0014-ED00040,43.25066037,-77.62489455,Central,MONROE,GREECE,ALPINE RD,169,G
9302-L0089-0447-0014-ED00041,43.2503428,-77.62490795,Central,MONROE,GREECE,ALPINE RD,169,H
9302-L0089-0447-0014-ED00042,43.2500916,-77.62488696,Central,MONROE,GREECE,ALPINE RD,169,I
9302-L0089-0447-0014-ED00043,43.24992141,-77.62489883,Central,MONROE,GREECE,ALPINE RD,169,J
9302-L0089-0447-0014-ED00044,43.24956055,-77.62494489,Central,MONROE,GREECE,ALPINE RD,169,K
9302-L0089-0447-0014-ED00045,43.24927812,-77.62493764,Central,MONROE,GREECE,ALPINE RD,169,L
9302-L0089-0447-0014-ED00046,43.24897592,-77.62492055,Central,MONROE,GREECE,ALPINE RD,169,M
9302-L0089-0447-0014-ED00047,43.2486347,-77.62499396,Central,MONROE,GREECE,ALPINE RD,169,N
9302-L0089-0447-0014-ED00048,43.24822041,-77.62497302,Central,MONROE,GREECE,ALPINE RD,169,O
9302-L0089-0447-0014-ED00049,43.24789705,-77.62501799,Central,MONROE,GREECE,ALPINE RD,169,P
9302-L0089-0447-0014-ED00050,43.24755056,-77.62505289,Central,MONROE,GREECE,ALPINE RD,169,Q
9302-L0089-0447-0014-ED00051,43.24723549,-77.62501637,Central,MONROE,GREECE,ALPINE RD,169,R
9302-L0089-0447-0030-ED00022,43.25036149,-77.63214277,Central,MONROE,GREECE,ARMSTRONG RD,329,A
9302-L0089-0447-0030-ED00024,43.25036859,-77.63271995,Central,MONROE,GREECE,ARMSTRONG RD,329,B
9302-L0089-0447-0030-ED00025,43.25038195,-77.63245235,Central,MONROE,GREECE,ARMSTRONG RD,329,C
9302-L0089-0447-0030-ED00027,43.25059424,-77.63245686,Central,MONROE,GREECE,ARMSTRONG RD,329,D
9302-L0089-0447-0030-ED00030,43.25098773,-77.6324131,Central,MONROE,GREECE,ARMSTRONG RD,329,E
9302-L0089-0447-0030-ED00031,43.2514718,-77.6323894,Central,MONROE,GREECE,ARMSTRONG RD,329,F
9302-L0089-0447-0030-ED00034,43.25185455,-77.63238438,Central,MONROE,GREECE,ARMSTRONG RD,329,G
9302-L0089-0447-0030-ED00035,43.25205448,-77.63235686,Central,MONROE,GREECE,ARMSTRONG RD,329,H
9302-L0089-0447-0062-ED00024,43.25209064,-77.62772978,Central,MONROE,GREECE,BELMONT RD,780,A
9302-L0089-0447-0062-ED00025,43.24949774,-77.6278574,Central,MONROE,GREECE,BELMONT RD,780,A
9302-L0089-0447-0062-ED00026,43.24710522,-77.62797813,Central,MONROE,GREECE,BELMONT RD,780,A
9302-L0089-0447-0062-ED00027,43.24668272,-77.6280046,Central,MONROE,GREECE,BELMONT RD,780,B
9302-L0089-0447-0062-ED00028,43.24906143,-77.62786743,Central,MONROE,GREECE,BELMONT RD,780,B
9302-L0089-0447-0062-ED00029,43.25169914,-77.6277642,Central,MONROE,GREECE,BELMONT RD,780,B
9302-L0089-0447-0062-ED00030,43.25128486,-77.62776504,Central,MONROE,GREECE,BELMONT RD,780,C
9302-L0089-0447-0062-ED00031,43.24866932,-77.62790103,Central,MONROE,GREECE,BELMONT RD,780,C
9302-L0089-0447-0062-ED00032,43.24629923,-77.62802669,Central,MONROE,GREECE,BELMONT RD,780,C
9302-L0089-0447-0062-ED00033,43.24589512,-77.62804468,Central,MONROE,GREECE,BELMONT RD,780,D
9302-L0089-0447-0062-ED00034,43.24825693,-77.62791555,Central,MONROE,GREECE,BELMONT RD,780,D
9302-L0089-0447-0062-ED00035,43.25085924,-77.62776613,Central,MONROE,GREECE,BELMONT RD,780,D
9302-L0089-0447-0062-ED00037,43.25044845,-77.62778327,Central,MONROE,GREECE,BELMONT RD,780,E
9302-L0089-0447-0062-ED00038,43.24806841,-77.62794621,Central,MONROE,GREECE,BELMONT RD,780,E
9302-L0089-0447-0062-ED00039,43.25008108,-77.62784982,Central,MONROE,GREECE,BELMONT RD,780,F
9302-L0089-0447-0062-ED00040,43.24764728,-77.62793678,Central,MONROE,GREECE,BELMONT RD,780,F
9302-L0089-0447-0062-ED00041,43.25210735,-77.62797066,Central,MONROE,GREECE,BELMONT RD,780,G
9302-L0089-0447-0070-ED00004,43.25036168,-77.63177493,Central,MONROE,GREECE,BISCAYNE DR,916,12
9302-L0089-0447-0195-ED00001,43.25290813,-77.62972144,Central,MONROE,GREECE,DOHRCREST DR,60,10A
9302-L0089-0447-0195-ED00002,43.25345736,-77.62968857,Central,MONROE,GREECE,DOHRCREST DR,3060,10B
9302-L0089-0447-0195-ED00003,43.25382916,-77.62979178,Central,MONROE,GREECE,DOHRCREST DR,60,10C
9302-L0089-0447-0195-ED00004,43.2540474,-77.63072308,Central,MONROE,GREECE,DOHRCREST DR,60,11E
9302-L0089-0447-0195-ED00005,43.25438895,-77.63108338,Central,MONROE,GREECE,DOHRCREST DR,60,11F
9302-L0089-0447-0195-ED00006,43.25448565,-77.63123471,Central,MONROE,GREECE,DOHRCREST DR,60,11G
9302-L0089-0447-0195-ED00007,43.2545684,-77.63182117,Central,MONROE,GREECE,DOHRCREST DR,60,11H
9302-L0089-0447-0195-ED00008,43.25466834,-77.63241166,Central,MONROE,GREECE,DOHRCREST DR,60,11J
9302-L0089-0447-0195-ED00009,43.2547162,-77.63269785,Central,MONROE,GREECE,DOHRCREST DR,60,11K
9302-L0089-0447-0195-ED00010,43.25477193,-77.63338175,Central,MONROE,GREECE,DOHRCREST DR,60,11L
9302-L0089-0447-0195-ED00011,43.25477156,-77.63393271,Central,MONROE,GREECE,DOHRCREST DR,60,11M
9302-L0089-0447-0195-ED00012,43.25477954,-77.63423997,Central,MONROE,GREECE,DOHRCREST DR,60,11N
9302-L0089-0447-0195-ED00021,43.25376269,-77.62868372,Central,MONROE,GREECE,DOHRCREST DR,3060,8A
9302-L0089-0447-0195-ED00022,43.25401975,-77.62897097,Central,MONROE,GREECE,DOHRCREST DR,3060,8B
9302-L0089-0447-0195-ED00023,43.2542709,-77.62920579,Central,MONROE,GREECE,DOHRCREST DR,60,8C
9302-L0089-0447-0195-ED00024,43.25462273,-77.62963982,Central,MONROE,GREECE,DOHRCREST DR,60,8D
9302-L0089-0447-0195-ED00025,43.2549552,-77.62997868,Central,MONROE,GREECE,DOHRCREST DR,60,8E
9302-L0089-0447-0195-ED00026,43.25530582,-77.63034561,Central,MONROE,GREECE,DOHRCREST DR,60,8F
9302-L0089-0447-0195-ED00027,43.25537965,-77.63062092,Central,MONROE,GREECE,DOHRCREST DR,60,8G
9302-L0089-0447-0195-ED00028,43.25549133,-77.63129133,Central,MONROE,GREECE,DOHRCREST DR,60,8H
9302-L0089-0447-0195-ED00029,43.25559472,-77.63188817,Central,MONROE,GREECE,DOHRCREST DR,60,8J
9302-L0089-0447-0195-ED00030,43.25564325,-77.6321734,Central,MONROE,GREECE,DOHRCREST DR,3060,8K
9302-L0089-0447-0195-ED00031,43.25573205,-77.63270436,Central,MONROE,GREECE,DOHRCREST DR,60,8L
9302-L0089-0447-0195-ED00032,43.25583419,-77.63326048,Central,MONROE,GREECE,DOHRCREST DR,60,8M
9302-L0089-0447-0195-ED00033,43.25591288,-77.63385366,Central,MONROE,GREECE,DOHRCREST DR,60,8N
9302-L0089-0447-0195-ED00034,43.2559955,-77.63440567,Central,MONROE,GREECE,DOHRCREST DR,60,8P
9302-L0089-0447-0195-ED00035,43.25611961,-77.63508248,Central,MONROE,GREECE,DOHRCREST DR,60,8Q
9302-L0089-0447-0195-ED00036,43.25616772,-77.63558085,Central,MONROE,GREECE,DOHRCREST DR,60,8R
9302-L0089-0447-0195-ED00037,43.25377714,-77.62777926,Central,MONROE,GREECE,DOHRCREST DR,60,A
9302-L0089-0447-0195-ED00038,43.25397424,-77.62736499,Central,MONROE,GREECE,DOHRCREST DR,60,B
9302-L0089-0447-0195-ED00039,43.25424891,-77.62680928,Central,MONROE,GREECE,DOHRCREST DR,60,C
9302-L0089-0447-0195-ED00040,43.25438454,-77.62644074,Central,MONROE,GREECE,DOHRCREST DR,60,D
9302-L0089-0447-0195-ED00041,43.25422934,-77.62596745,Central,MONROE,GREECE,DOHRCREST DR,60,E
9302-L0089-0447-0195-ED00042,43.25406355,-77.62558415,Central,MONROE,GREECE,DOHRCREST DR,60,F
9302-L0089-0447-0195-ED00043,43.25400853,-77.62526158,Central,MONROE,GREECE,DOHRCREST DR,60,G
9302-L0089-0447-0195-ED00044,43.25368896,-77.62526267,Central,MONROE,GREECE,DOHRCREST DR,60,H
9302-L0089-0447-0195-ED00045,43.25341567,-77.62531529,Central,MONROE,GREECE,DOHRCREST DR,60,J
9302-L0089-0447-0195-ED00046,43.25313261,-77.62532832,Central,MONROE,GREECE,DOHRCREST DR,60,K
9302-L0089-0447-0195-ED00047,43.25312131,-77.62563778,Central,MONROE,GREECE,DOHRCREST DR,60,L
9302-L0089-0447-0195-ED00048,43.25317948,-77.62592581,Central,MONROE,GREECE,DOHRCREST DR,60,M
9302-L0089-0447-0195-ED00049,43.25320081,-77.62650107,Central,MONROE,GREECE,DOHRCREST DR,60,N
9302-L0089-0447-0195-ED00050,43.25319039,-77.62677437,Central,MONROE,GREECE,DOHRCREST DR,60,O
9302-L0089-0447-0243-HH00001,43.25207246,-77.62298169,Central,MONROE,GREECE,FAIRWAY DR,3736,2365.03
9302-L0089-0447-0276-ED00002,43.24732335,-77.6279973,Central,MONROE,GREECE,GALEN RD,4194,1
9302-L0089-0447-0276-ED00003,43.24731927,-77.62758689,Central,MONROE,GREECE,GALEN RD,4194,1A
9302-L0089-0447-0276-ED00004,43.24730448,-77.62716413,Central,MONROE,GREECE,GALEN RD,4194,2
9302-L0089-0447-0276-ED00005,43.24731618,-77.626814,Central,MONROE,GREECE,GALEN RD,4194,3
9302-L0089-0447-0276-ED00006,43.24727575,-77.62648677,Central,MONROE,GREECE,GALEN RD,4194,4
9302-L0089-0447-0276-ED00007,43.24727659,-77.62624473,Central,MONROE,GREECE,GALEN RD,4194,5
9302-L0089-0447-0276-ED00008,43.24723226,-77.62565676,Central,MONROE,GREECE,GALEN RD,4194,6
9302-L0089-0447-0298-ED00008,43.25294659,-77.62829745,Central,MONROE,GREECE,GREENLEAF RD,4608,1
9302-L0089-0447-0298-ED00031,43.25353813,-77.62826796,Central,MONROE,GREECE,GREENLEAF RD,4608,3
9302-L0089-0447-0298-ED00044,43.25328475,-77.62825755,Central,MONROE,GREECE,GREENLEAF RD,4608,2
9302-L0089-0447-0306-ED00019,43.25008699,-77.62881175,Central,MONROE,GREECE,HAMPTON BLVD,4753,20
9302-L0089-0447-0306-ED00021,43.25050165,-77.62878782,Central,MONROE,GREECE,HAMPTON BLVD,4753,21
9302-L0089-0447-0306-ED00023,43.25088609,-77.62876269,Central,MONROE,GREECE,HAMPTON BLVD,4753,22
9302-L0089-0447-0306-ED00025,43.25129488,-77.62877151,Central,MONROE,GREECE,HAMPTON BLVD,4753,23
9302-L0089-0447-0306-ED00027,43.25172553,-77.62871519,Central,MONROE,GREECE,HAMPTON BLVD,4753,24
9302-L0089-0447-0306-ED00029,43.25223127,-77.62865486,Central,MONROE,GREECE,HAMPTON BLVD,4753,25
9302-L0089-0447-0306-ED00031,43.2525358,-77.62866736,Central,MONROE,GREECE,HAMPTON BLVD,4753,26
9302-L0089-0447-0306-ED00050,43.25216048,-77.62941854,Central,MONROE,GREECE,HAMPTON BLVD,753,A
9302-L0089-0447-0306-ED00052,43.25173123,-77.62944858,Central,MONROE,GREECE,HAMPTON BLVD,753,B
9302-L0089-0447-0306-ED00055,43.25131864,-77.62946328,Central,MONROE,GREECE,HAMPTON BLVD,753,C
9302-L0089-0447-0306-ED00058,43.25084491,-77.62948128,Central,MONROE,GREECE,HAMPTON BLVD,753,D
9302-L0089-0447-0306-ED00061,43.25050243,-77.62948884,Central,MONROE,GREECE,HAMPTON BLVD,753,E
9302-L0089-0447-0306-ED00063,43.25008651,-77.62951336,Central,MONROE,GREECE,HAMPTON BLVD,753,F
9302-L0089-0447-0306-ED00067,43.25216588,-77.62964319,Central,MONROE,GREECE,HAMPTON BLVD,753,G
9302-L0089-0447-0306-ED00068,43.25213652,-77.62916674,Central,MONROE,GREECE,HAMPTON BLVD,4753,H
9302-L0089-0447-0306-ED00070,43.24734037,-77.62864856,Central,MONROE,GREECE,HAMPTON BLVD,4753,13A
9302-L0089-0447-0401-ED00047,43.25275878,-77.62652768,Central,MONROE,GREECE,LATTA RD,6154,10
9302-L0089-0447-0401-ED00066,43.25277276,-77.62711719,Central,MONROE,GREECE,LATTA RD,6154,11
9302-L0089-0447-0401-ED00084,43.25279309,-77.62767963,Central,MONROE,GREECE,LATTA RD,6154,12
9302-L0089-0447-0401-ED00102,43.25260898,-77.62746462,Central,MONROE,GREECE,LATTA RD,6154,12A
9302-L0089-0447-0401-ED00103,43.25279148,-77.628204,Central,MONROE,GREECE,LATTA RD,6154,13
9302-L0089-0447-0401-ED00124,43.25280608,-77.62869059,Central,MONROE,GREECE,LATTA RD,6154,14
9302-L0089-0447-0401-ED00143,43.25282326,-77.62905267,Central,MONROE,GREECE,LATTA RD,6154,15
9302-L0089-0447-0401-ED00164,43.25284082,-77.6294848,Central,MONROE,GREECE,LATTA RD,6154,16
9302-L0089-0447-0401-ED00186,43.25285627,-77.63005444,Central,MONROE,GREECE,LATTA RD,6154,17
9302-L0089-0447-0401-ED00206,43.25284533,-77.63055491,Central,MONROE,GREECE,LATTA RD,6154,18
9302-L0089-0447-0401-ED00232,43.25287462,-77.63105648,Central,MONROE,GREECE,LATTA RD,6154,19
9302-L0089-0447-0401-ED00262,43.25265188,-77.62220515,Central,MONROE,GREECE,LATTA RD,6154,2
9302-L0089-0447-0401-ED00263,43.2528991,-77.63165631,Central,MONROE,GREECE,LATTA RD,6154,20
9302-L0089-0447-0401-ED00287,43.25269657,-77.63161458,Central,MONROE,GREECE,LATTA RD,6154,20A
9302-L0089-0447-0401-ED00288,43.25290494,-77.63215796,Central,MONROE,GREECE,LATTA RD,6154,21
9302-L0089-0447-0401-ED00319,43.25272642,-77.63244287,Central,MONROE,GREECE,LATTA RD,6154,21A
9302-L0089-0447-0401-ED00320,43.25292578,-77.63270678,Central,MONROE,GREECE,LATTA RD,6154,22
9302-L0089-0447-0401-ED00324,43.25292955,-77.63328853,Central,MONROE,GREECE,LATTA RD,6154,23
9302-L0089-0447-0401-ED00325,43.25275786,-77.63317639,Central,MONROE,GREECE,LATTA RD,6154,23A
